,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
11622,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
13603,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
16982,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
7951,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7778,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5037,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
13534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5455,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
14452,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2561,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12198,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
370,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
4615,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3893,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
17484,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
10066,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
9788,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
5647,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
16248,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2866,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
6465,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
570,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
7609,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
15602,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
6871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15978,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
17952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5410,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
12017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
17528,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
17885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
12188,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
3521,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1325,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5463,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
7755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
17328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
3226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1461,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
14440,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
3619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1338,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
13735,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13259,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
13154,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15907,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
3759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
11413,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
14937,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1196,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
9302,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
4005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
12742,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
16952,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
3947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
